x,y,label
21.649534,-43.915707,WALKING_UPSTAIRS
23.792156,-44.57108,WALKING_UPSTAIRS
23.840977,-44.6449,WALKING_UPSTAIRS
21.705748,-45.199394,WALKING_UPSTAIRS
21.803444,-45.240543,WALKING_UPSTAIRS
19.973469,-46.789337,WALKING_UPSTAIRS
19.530203,-46.693527,WALKING_UPSTAIRS
19.457333,-46.626335,WALKING_UPSTAIRS
22.123142,-43.184566,WALKING_UPSTAIRS
22.422789,-43.60447,WALKING_UPSTAIRS
23.462652,-44.046482,WALKING_UPSTAIRS
23.431519,-44.56205,WALKING_UPSTAIRS
21.047735,-46.442055,WALKING_UPSTAIRS
21.37803,-45.64119,WALKING_UPSTAIRS
21.228088,-46.007797,WALKING_UPSTAIRS
19.841015,-47.8598,WALKING_UPSTAIRS
19.859512,-48.771168,WALKING_UPSTAIRS
35.82367,9.115244,STANDING
28.118773,10.989211,STANDING
55.717358,-4.2832265,STANDING
40.608486,-0.15999024,STANDING
40.35867,0.24182162,STANDING
52.031193,6.4451756,STANDING
65.07857,4.0057745,STANDING
48.98207,16.496162,STANDING
53.82949,14.244917,STANDING
53.77043,14.366003,STANDING
41.59659,29.234243,STANDING
50.209488,15.72732,STANDING
48.070736,14.278337,STANDING
56.927673,2.815538,STANDING
57.30932,-18.593828,STANDING
62.034416,-14.875604,STANDING
67.10592,-2.348584,STANDING
40.829727,25.116419,STANDING
46.98635,18.953142,STANDING
61.472507,5.268308,STANDING
51.040443,16.311352,STANDING
51.150528,16.367447,STANDING
53.05101,16.746677,STANDING
61.70527,9.850819,STANDING
63.401165,9.783967,STANDING
54.15216,19.42826,STANDING
9.07868,20.617716,SITTING
13.0133505,25.635891,SITTING
13.971669,28.089031,SITTING
36.535954,40.522118,SITTING
36.567673,39.840546,SITTING
36.59085,39.657642,SITTING
40.877705,36.906155,SITTING
40.94225,36.860817,SITTING
42.037563,38.027786,SITTING
41.77016,38.863853,SITTING
39.72828,37.35666,SITTING
-13.144893,34.38194,LAYING
-4.869285,41.196754,LAYING
-2.0207098,45.820194,LAYING
-11.035842,71.39159,LAYING
-11.643904,70.068596,LAYING
-15.602185,64.02649,LAYING
-13.505484,69.65464,LAYING
-12.284516,70.47355,LAYING
-12.567876,70.68536,LAYING
-12.549996,70.38408,LAYING
-12.422996,69.97831,LAYING
-16.666672,57.895233,LAYING
11.76552,8.71751,SITTING
13.990217,15.866664,SITTING
16.783186,16.746725,SITTING
18.562313,15.741738,SITTING
54.261242,26.922203,SITTING
31.402496,33.248444,SITTING
31.302824,33.192764,SITTING
30.812178,32.966694,SITTING
31.148405,31.377045,SITTING
30.717913,31.84364,SITTING
30.902596,31.720404,SITTING
47.16397,8.579741,SITTING
-3.9340377,30.52884,LAYING
-3.9537382,30.591223,LAYING
0.0031323412,38.619232,LAYING
1.4804475,37.82252,LAYING
1.6033404,37.866295,LAYING
-2.0042362,66.09192,LAYING
-2.113068,65.728775,LAYING
-1.6042358,65.1595,LAYING
1.915149,37.72052,LAYING
1.9506071,37.47156,LAYING
1.9248862,37.87828,LAYING
-47.04056,-1.4965854,WALKING
-47.519978,-1.5100493,WALKING
-47.662506,-1.5961485,WALKING
-48.253174,-3.7069538,WALKING
-48.406025,-3.620766,WALKING
-48.63989,-3.0204344,WALKING
-48.977676,-2.8146622,WALKING
-48.25126,-2.3217611,WALKING
-46.169388,-3.1154583,WALKING
-46.999897,-3.7728837,WALKING
-46.964417,-3.930373,WALKING
-46.940796,-2.8951344,WALKING
-48.725666,-4.3370147,WALKING
-48.97758,-4.3177032,WALKING
-49.27943,-3.8210819,WALKING
-49.544865,-3.3917828,WALKING
-49.457767,-3.2853,WALKING
-47.51141,-3.681063,WALKING
-47.49795,-3.73609,WALKING
-50.857426,-4.227151,WALKING
-51.125126,-4.500529,WALKING
-50.134506,-1.8810189,WALKING
-49.87743,-1.8021883,WALKING
-50.364902,-2.7073498,WALKING
-47.352722,-4.1458263,WALKING
-50.031162,-2.9162219,WALKING
-49.41673,-3.110437,WALKING
-48.823036,-4.686877,WALKING
-48.566624,-4.611141,WALKING
-50.101322,-3.7995782,WALKING
-50.324284,-3.751786,WALKING
-48.217472,-3.6657171,WALKING
-47.680893,-2.8323357,WALKING
-47.907772,-2.5589123,WALKING
-49.06272,-1.7240481,WALKING
-49.135536,-1.8975159,WALKING
-49.03963,-2.2855537,WALKING
-48.350666,-4.329861,WALKING
-47.281555,-2.434109,WALKING
-49.902115,-4.6089096,WALKING
-50.631073,-4.785411,WALKING
-51.15868,-5.175243,WALKING
-51.13359,-5.149767,WALKING
-48.203342,-2.7698166,WALKING
-51.544933,-4.0143986,WALKING
-51.52146,-4.0252867,WALKING
-47.952015,-3.2626262,WALKING
-48.15782,-2.9850016,WALKING
-15.238397,-36.076996,WALKING_DOWNSTAIRS
-48.95485,-18.330723,WALKING_DOWNSTAIRS
-52.36282,-20.026295,WALKING_DOWNSTAIRS
-53.667336,-20.578619,WALKING_DOWNSTAIRS
-52.050716,-21.399374,WALKING_DOWNSTAIRS
-48.89645,-19.117138,WALKING_DOWNSTAIRS
-48.891006,-19.096987,WALKING_DOWNSTAIRS
21.789997,-43.245823,WALKING_UPSTAIRS
21.51264,-43.561913,WALKING_UPSTAIRS
23.961208,-45.100594,WALKING_UPSTAIRS
24.409754,-44.827293,WALKING_UPSTAIRS
21.26616,-47.081272,WALKING_UPSTAIRS
22.540674,-45.7131,WALKING_UPSTAIRS
22.160826,-46.16741,WALKING_UPSTAIRS
20.582975,-48.13758,WALKING_UPSTAIRS
20.425842,-48.2045,WALKING_UPSTAIRS
21.93185,-43.222572,WALKING_UPSTAIRS
21.66781,-43.447166,WALKING_UPSTAIRS
23.698963,-45.365685,WALKING_UPSTAIRS
23.779953,-45.53639,WALKING_UPSTAIRS
21.092003,-47.839558,WALKING_UPSTAIRS
22.961733,-46.675583,WALKING_UPSTAIRS
22.04453,-46.419743,WALKING_UPSTAIRS
20.697052,-47.835545,WALKING_UPSTAIRS
20.44031,-47.9225,WALKING_UPSTAIRS
21.780823,-43.303955,WALKING_UPSTAIRS
21.502888,-43.344345,WALKING_UPSTAIRS
23.658442,-45.306347,WALKING_UPSTAIRS
23.695707,-45.372387,WALKING_UPSTAIRS
21.37676,-47.15856,WALKING_UPSTAIRS
22.78518,-46.495876,WALKING_UPSTAIRS
22.227392,-46.74114,WALKING_UPSTAIRS
20.672508,-48.42675,WALKING_UPSTAIRS
20.443039,-48.314274,WALKING_UPSTAIRS
-39.650024,-44.93253,WALKING_DOWNSTAIRS
-47.86284,-20.667646,WALKING_DOWNSTAIRS
-52.896873,-21.299973,WALKING_DOWNSTAIRS
-52.834953,-21.325245,WALKING_DOWNSTAIRS
-48.9148,-18.66221,WALKING_DOWNSTAIRS
-51.398468,-21.245844,WALKING_DOWNSTAIRS
-51.50573,-21.44315,WALKING_DOWNSTAIRS
-48.7928,-19.431532,WALKING_DOWNSTAIRS
-48.53825,-19.074339,WALKING_DOWNSTAIRS
-51.403572,-19.655863,WALKING_DOWNSTAIRS
-51.462013,-20.033888,WALKING_DOWNSTAIRS
-50.00674,-22.370089,WALKING_DOWNSTAIRS
-49.98196,-22.451372,WALKING_DOWNSTAIRS
-52.40405,-20.790277,WALKING_DOWNSTAIRS
-52.444153,-20.720125,WALKING_DOWNSTAIRS
-49.087097,-19.389353,WALKING_DOWNSTAIRS
-49.2734,-18.347649,WALKING_DOWNSTAIRS
31.42406,-18.398567,STANDING
29.480717,-9.177923,STANDING
39.678173,4.222665,STANDING
57.28683,-12.311658,STANDING
38.630726,-12.394965,STANDING
30.603594,-12.94395,STANDING
31.333767,-13.084565,STANDING
25.72599,-7.035257,STANDING
31.423521,-13.822999,STANDING
31.273064,-13.8327675,STANDING
31.473896,-13.862653,STANDING
26.943645,-12.239486,STANDING
27.22665,-11.538346,STANDING
27.442629,-11.900834,STANDING
30.53504,-12.321981,STANDING
30.630468,-12.2444725,STANDING
57.5635,-20.549511,STANDING
60.127594,-15.282395,STANDING
61.179943,-13.40657,STANDING
40.734173,10.3940735,STANDING
41.31988,6.8713994,STANDING
41.95392,-12.50202,STANDING
47.324837,-8.354868,STANDING
39.92771,5.2667027,STANDING
54.473133,2.6855435,STANDING
59.68395,3.8310473,STANDING
62.80713,9.185863,STANDING
62.698177,8.652728,STANDING
64.60519,13.061361,STANDING
64.607124,13.038771,STANDING
41.639606,-2.3817546,STANDING
56.236908,-21.927832,SITTING
62.85844,-12.401952,SITTING
58.21399,-4.016172,SITTING
34.63165,16.311155,SITTING
22.7751,17.679321,SITTING
22.754469,17.363865,SITTING
7.8007793,14.592989,SITTING
7.30461,15.44881,SITTING
6.8417253,16.26852,SITTING
14.335986,23.918177,SITTING
37.340298,43.29287,SITTING
37.373707,43.23434,SITTING
9.42191,12.566468,SITTING
13.017684,11.121841,SITTING
16.766396,12.182633,SITTING
28.056208,18.198895,SITTING
28.259562,18.574863,SITTING
28.098734,22.879192,SITTING
43.925537,20.054508,SITTING
25.867432,11.273823,SITTING
25.410805,10.751086,SITTING
25.504168,10.734531,SITTING
39.749645,29.113665,SITTING
41.884537,35.875137,SITTING
59.518112,23.355179,SITTING
41.098774,28.3776,SITTING
-10.369674,33.416103,LAYING
-12.56767,41.3154,LAYING
-12.527864,41.41916,LAYING
-17.51473,53.74717,LAYING
-17.200697,55.39387,LAYING
-14.546241,48.93271,LAYING
-14.701406,48.739193,LAYING
-12.409667,48.68129,LAYING
-12.2254095,48.642742,LAYING
-10.248118,45.40103,LAYING
-10.288968,45.298187,LAYING
-20.844427,47.826397,LAYING
-16.705618,54.865444,LAYING
-9.199453,46.41842,LAYING
-2.917028,40.712807,LAYING
-3.522292,42.35473,LAYING
-12.252988,58.439526,LAYING
-12.288884,67.10811,LAYING
-15.209623,61.82415,LAYING
-16.869333,61.269672,LAYING
-15.219127,64.25809,LAYING
-17.784506,62.01489,LAYING
-17.82134,62.03143,LAYING
-24.632248,47.747364,LAYING
-24.70674,47.624023,LAYING
-19.207275,59.559013,LAYING
-19.115294,59.553383,LAYING
-17.808788,59.39198,LAYING
-15.072791,65.18115,LAYING
-15.1055155,65.056496,LAYING
-8.452698,-9.501869,WALKING
-20.26145,1.3148218,WALKING
-20.65283,1.5678267,WALKING
-20.898922,2.3878975,WALKING
-20.948904,2.4016104,WALKING
-21.130661,2.3209534,WALKING
-21.687513,2.196574,WALKING
-21.689371,2.0916905,WALKING
-21.572079,1.932372,WALKING
-23.418188,4.0212793,WALKING
-22.407644,3.9863424,WALKING
-21.816795,3.5441577,WALKING
-21.500433,3.2585642,WALKING
-21.780859,3.1390595,WALKING
-21.954521,3.0443761,WALKING
-21.629568,2.723299,WALKING
-7.790485,-9.039397,WALKING
-7.782879,-8.995213,WALKING
-20.735704,1.3648988,WALKING
-23.398582,0.04267524,WALKING
-25.83557,4.735487,WALKING
-25.755878,4.691227,WALKING
-23.743717,2.283723,WALKING
-23.93924,2.0070474,WALKING
-26.200247,2.1746762,WALKING
-25.785858,3.5414667,WALKING
-25.017397,2.9983187,WALKING
-24.194204,3.7757761,WALKING
-23.899862,2.3712552,WALKING
-23.472816,2.1642628,WALKING
-22.195108,2.6587577,WALKING
-26.093155,-24.323639,WALKING_DOWNSTAIRS
-26.141462,-24.412792,WALKING_DOWNSTAIRS
-27.293074,-27.583693,WALKING_DOWNSTAIRS
-27.350327,-27.732052,WALKING_DOWNSTAIRS
-27.326126,-27.834553,WALKING_DOWNSTAIRS
-27.4741,-27.792513,WALKING_DOWNSTAIRS
-30.259289,-22.918491,WALKING_DOWNSTAIRS
-30.290651,-22.886995,WALKING_DOWNSTAIRS
-27.091017,-25.561554,WALKING_DOWNSTAIRS
-27.271286,-25.52732,WALKING_DOWNSTAIRS
-29.929176,-26.80433,WALKING_DOWNSTAIRS
-29.822777,-26.9056,WALKING_DOWNSTAIRS
-28.068977,-28.26451,WALKING_DOWNSTAIRS
-28.256601,-28.52862,WALKING_DOWNSTAIRS
-32.274334,-25.780903,WALKING_DOWNSTAIRS
-42.78712,-38.778687,WALKING_DOWNSTAIRS
-52.93385,-35.146816,WALKING_DOWNSTAIRS
-43.524334,-34.602463,WALKING_DOWNSTAIRS
-43.48725,-34.594097,WALKING_DOWNSTAIRS
-32.68202,-25.208132,WALKING_DOWNSTAIRS
-47.31501,-31.664732,WALKING_DOWNSTAIRS
-52.92978,-34.7185,WALKING_DOWNSTAIRS
-56.092133,-36.164604,WALKING_DOWNSTAIRS
1.4602696,-34.75447,WALKING_UPSTAIRS
1.2101697,-34.78081,WALKING_UPSTAIRS
1.4293302,-34.81003,WALKING_UPSTAIRS
0.9404551,-32.877796,WALKING_UPSTAIRS
0.8208896,-32.82039,WALKING_UPSTAIRS
-0.6796334,-32.90212,WALKING_UPSTAIRS
0.307543,-33.398376,WALKING_UPSTAIRS
0.3539701,-33.15537,WALKING_UPSTAIRS
-1.6813805,-32.370365,WALKING_UPSTAIRS
-1.2391746,-34.810223,WALKING_UPSTAIRS
-1.343811,-34.736046,WALKING_UPSTAIRS
-3.9271336,-36.523186,WALKING_UPSTAIRS
-3.8010595,-38.269848,WALKING_UPSTAIRS
-5.19299,-34.529816,WALKING_UPSTAIRS
-5.119922,-34.86553,WALKING_UPSTAIRS
-3.554959,-32.391758,WALKING_UPSTAIRS
-2.5596673,-32.50176,WALKING_UPSTAIRS
-1.6716932,-34.36108,WALKING_UPSTAIRS
-1.6094017,-34.130707,WALKING_UPSTAIRS
-2.8803718,-37.954582,WALKING_UPSTAIRS
-2.9682915,-37.621876,WALKING_UPSTAIRS
-3.1561015,-32.933495,WALKING_UPSTAIRS
-2.3145323,-35.6669,WALKING_UPSTAIRS
-3.9381835,-32.083218,WALKING_UPSTAIRS
-3.7848353,-32.227146,WALKING_UPSTAIRS
-3.0539842,-36.5256,WALKING_UPSTAIRS
-5.1904206,-30.34863,WALKING_UPSTAIRS
-5.200408,-30.335775,WALKING_UPSTAIRS
-3.40204,-37.098244,WALKING_UPSTAIRS
-3.2372649,-37.87144,WALKING_UPSTAIRS
-3.4274194,-32.92979,WALKING_UPSTAIRS
-3.1180487,-36.23019,WALKING_UPSTAIRS
-3.8654387,-32.44318,WALKING_UPSTAIRS
-4.2550597,-32.535057,WALKING_UPSTAIRS
22.3086,-3.6073482,STANDING
25.170462,0.4901102,STANDING
35.69708,-9.279282,STANDING
35.762623,-9.353544,STANDING
41.357204,-12.904215,STANDING
41.406464,-12.915742,STANDING
41.358242,-3.7649493,STANDING
60.563816,-1.5253907,STANDING
60.554703,-2.4997284,STANDING
60.486618,-2.6574736,STANDING
42.394386,11.615168,STANDING
49.371925,17.788088,STANDING
51.57441,15.272114,STANDING
43.600628,12.829361,STANDING
39.671223,-20.761995,STANDING
26.652514,-13.92942,STANDING
30.326094,-13.835455,STANDING
30.052397,-13.611294,STANDING
39.61245,-3.1596951,STANDING
28.160799,-11.550916,STANDING
38.6534,-14.113449,STANDING
38.850594,-13.993208,STANDING
39.533806,-12.896373,STANDING
40.309193,-11.77412,STANDING
41.30214,-12.439007,STANDING
41.69401,-12.453581,STANDING
42.039146,-2.8045511,STANDING
55.803696,2.2370532,STANDING
45.78216,-11.133996,STANDING
45.8495,-11.212029,STANDING
6.011565,16.710997,SITTING
14.320542,21.96252,SITTING
15.23678,22.310041,SITTING
16.455446,27.370302,SITTING
51.746334,31.145306,SITTING
38.210415,37.824158,SITTING
37.866028,37.41125,SITTING
39.59981,40.562374,SITTING
39.495064,40.3644,SITTING
39.51131,40.03784,SITTING
39.558376,40.534855,SITTING
39.555958,40.269,SITTING
24.30056,-39.492393,SITTING
34.80274,-17.39527,SITTING
23.73741,-4.8557506,SITTING
40.54706,-16.801115,SITTING
40.6404,-16.96853,SITTING
26.503693,20.150116,SITTING
27.00498,20.406258,SITTING
58.5861,10.668134,SITTING
26.341002,19.92049,SITTING
26.841148,19.654148,SITTING
48.14756,8.172927,SITTING
20.570898,-11.263956,SITTING
20.304583,-10.964034,SITTING
20.190855,-10.841594,SITTING
-8.601005,35.36945,LAYING
-3.3671842,40.30722,LAYING
-3.3987465,42.48479,LAYING
-17.160614,58.414974,LAYING
-17.170563,58.58641,LAYING
-16.826073,60.244904,LAYING
-16.778456,60.35922,LAYING
-14.168543,65.90939,LAYING
-13.384045,45.648254,LAYING
-12.935635,44.932697,LAYING
-12.973779,45.01826,LAYING
-8.985837,46.29175,LAYING
-9.016738,46.241795,LAYING
-12.62808,42.993042,LAYING
-13.038108,44.89546,LAYING
-13.089691,44.969196,LAYING
-2.7770805,39.740196,LAYING
-11.531254,40.725163,LAYING
-11.441278,40.777573,LAYING
-13.660643,57.91425,LAYING
-16.78141,62.460957,LAYING
-16.126179,62.7377,LAYING
-15.870349,62.83079,LAYING
-15.558113,63.02096,LAYING
-15.29295,67.16679,LAYING
-14.00234,64.3334,LAYING
-13.983518,64.0421,LAYING
-13.924702,63.990578,LAYING
-17.01332,58.916283,LAYING
-12.402287,44.411613,LAYING
-12.337215,44.203835,LAYING
-15.295396,48.865673,LAYING
-24.760958,1.6654439,WALKING
-26.27135,3.522786,WALKING
-26.377964,3.7162662,WALKING
-24.71562,3.973771,WALKING
-24.419863,5.284128,WALKING
-24.721493,5.160256,WALKING
-25.083048,4.5970883,WALKING
-24.250742,4.352334,WALKING
-24.172115,4.308142,WALKING
-24.299856,4.3147373,WALKING
-25.568232,3.0120544,WALKING
-25.154728,3.5202703,WALKING
-23.13693,3.2855146,WALKING
-22.523867,3.3755863,WALKING
-24.626348,1.7865382,WALKING
-24.59474,2.0688655,WALKING
-24.925465,4.417203,WALKING
-25.082363,4.5903845,WALKING
-24.7331,4.437237,WALKING
-24.160427,3.8159535,WALKING
-25.56192,3.2134514,WALKING
-25.821018,3.3559003,WALKING
-26.368364,3.909454,WALKING
-24.412107,3.6479917,WALKING
-23.502016,3.0284784,WALKING
-23.381275,2.8422053,WALKING
-22.900337,2.7853668,WALKING
-26.841764,-22.263063,WALKING_DOWNSTAIRS
-26.964056,-22.346611,WALKING_DOWNSTAIRS
-29.507353,-28.045465,WALKING_DOWNSTAIRS
-29.632126,-28.127275,WALKING_DOWNSTAIRS
-29.834808,-23.57072,WALKING_DOWNSTAIRS
-28.915257,-25.426834,WALKING_DOWNSTAIRS
-28.894789,-25.390398,WALKING_DOWNSTAIRS
-29.78972,-23.702597,WALKING_DOWNSTAIRS
-29.236954,-23.126987,WALKING_DOWNSTAIRS
-16.643257,-35.27209,WALKING_DOWNSTAIRS
-16.531796,-35.211826,WALKING_DOWNSTAIRS
-27.031822,-28.993317,WALKING_DOWNSTAIRS
-27.2017,-29.059723,WALKING_DOWNSTAIRS
-29.979956,-23.892338,WALKING_DOWNSTAIRS
-27.671259,-27.35225,WALKING_DOWNSTAIRS
-27.650936,-27.404354,WALKING_DOWNSTAIRS
-30.988113,-24.375826,WALKING_DOWNSTAIRS
-31.129362,-24.464352,WALKING_DOWNSTAIRS
-26.098248,-25.973265,WALKING_DOWNSTAIRS
-26.49056,-25.917486,WALKING_DOWNSTAIRS
-30.373955,-28.31437,WALKING_DOWNSTAIRS
-30.560886,-28.419558,WALKING_DOWNSTAIRS
-31.516293,-24.790253,WALKING_DOWNSTAIRS
-27.89978,-26.861885,WALKING_DOWNSTAIRS
-32.423794,-25.238474,WALKING_DOWNSTAIRS
-32.637398,-25.209856,WALKING_DOWNSTAIRS
-0.64252216,-35.139324,WALKING_UPSTAIRS
-0.35858095,-35.431618,WALKING_UPSTAIRS
-0.39631888,-35.57882,WALKING_UPSTAIRS
-2.2846162,-36.83958,WALKING_UPSTAIRS
-2.3333597,-37.70143,WALKING_UPSTAIRS
-2.010567,-37.573406,WALKING_UPSTAIRS
-2.6357875,-36.932636,WALKING_UPSTAIRS
-2.172395,-32.478497,WALKING_UPSTAIRS
-2.2655973,-32.628128,WALKING_UPSTAIRS
-0.79915684,-35.28077,WALKING_UPSTAIRS
-1.2613367,-35.978764,WALKING_UPSTAIRS
-2.1422212,-36.893387,WALKING_UPSTAIRS
-2.1107216,-37.725536,WALKING_UPSTAIRS
-2.9919918,-32.962585,WALKING_UPSTAIRS
-3.3415809,-34.84198,WALKING_UPSTAIRS
-2.2204912,-30.870592,WALKING_UPSTAIRS
-1.8255721,-31.139025,WALKING_UPSTAIRS
-3.521519,-34.7769,WALKING_UPSTAIRS
-3.3377957,-34.813805,WALKING_UPSTAIRS
-1.7492098,-37.190205,WALKING_UPSTAIRS
-2.1775117,-38.13993,WALKING_UPSTAIRS
-2.2456045,-32.98806,WALKING_UPSTAIRS
-2.139672,-35.552788,WALKING_UPSTAIRS
-1.9771329,-30.669374,WALKING_UPSTAIRS
-1.6812373,-31.158955,WALKING_UPSTAIRS
31.348415,-18.44768,STANDING
11.680837,13.638989,STANDING
26.444292,-14.773984,STANDING
27.279379,-15.448505,STANDING
27.397602,-15.471249,STANDING
30.652779,-5.044414,STANDING
23.682564,5.391845,STANDING
23.738369,5.3172517,STANDING
23.67512,5.4067082,STANDING
23.934309,-4.005557,STANDING
23.735563,-9.38106,STANDING
23.643267,-9.304526,STANDING
21.902489,4.9408956,STANDING
21.860682,5.0267467,STANDING
41.224823,12.527039,STANDING
26.792204,-17.964825,STANDING
35.61769,-16.698261,STANDING
33.275578,-6.718433,STANDING
33.35142,-6.694408,STANDING
34.463043,-6.2180843,STANDING
33.687057,-3.0402133,STANDING
33.787903,-3.0226736,STANDING
56.430405,13.258667,STANDING
56.598976,13.244806,STANDING
41.7161,30.803144,STANDING
41.92534,30.566557,STANDING
41.67706,30.154232,STANDING
58.554783,23.085487,STANDING
6.000385,16.544632,SITTING
29.062067,-10.36417,SITTING
28.926859,-10.36636,SITTING
16.150394,22.761774,SITTING
18.994884,28.143686,SITTING
39.69612,39.147335,SITTING
27.335562,1.1723589,SITTING
27.898457,0.8647937,SITTING
27.933052,0.9185914,SITTING
22.01155,33.77956,SITTING
